Ticker,Optimized_Weights
5606,0.0318
5053,0.0993
2089,0.5083
5398,0.132
6399,0.0
5248,0.0
7103,0.2039
5436,0.0
1163,0.0
5983,0.0246
5048,0.0
7089,0.0
5878,0.0
8621,0.0
7029,0.0
8206,0.0
7129,0.0
0058,0.0
0200,0.0
3883,0.0
0032,0.0
3719,0.0
5827,0.0
7152,0.0
7035,0.0
3514,0.0
5147,0.0
3859,0.0
5007,0.0
7217,0.0
