Date,6432.KL,3301.KL,5271.KL,2089.KL,5151.KL,7230.KL,1015.KL,8117.KL,5053.KL,5041.KL,7161.KL,6459.KL,7103.KL,7501.KL,5056.KL,5247.KL,4286.KL,9407.KL,5249.KL,5878.KL,7035.KL,7187.KL,7609.KL,7252.KL,7246.KL,5211.KL,7004.KL,5273.KL,7197.KL,3565.KL
2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04,0.002751030665294551,-0.0021691445104387607,0.0058651137113246805,0.008534894634416076,-0.026316702981706887,0.005420062216286035,0.003120124318874584,0.00754719816612951,0.0,0.0,0.00809720241664188,-0.008810621353606442,-0.028987509324886983,0.0,0.025316659925300047,-0.0372713589129909,-0.01680720250373277,0.0,0.009302383378101268,0.009389843352046751,0.0,0.03836089687452633,-0.034786083625431376,0.0,-0.007380100155453859,0.01176483002949825,0.0,-0.037883372313109724,0.0,0.0
2022-01-05,0.0027434832539862254,0.0,-0.008810621045141976,-0.0014174333876414613,0.013243920152611832,-0.005420062216286126,0.01851903005057514,0.0512932450904762,0.011427567725640957,0.024692588966579433,0.008032164006342388,0.00881062135360639,0.0,0.0,0.0,0.012578769946411373,0.0,0.06669131084966336,0.009216645991064322,0.0,0.008968661352744326,0.021277378208016763,0.00881062135360639,0.0,0.05055223128012209,0.0,0.0,-0.0393751282655503,-0.02371654170476574,0.015504172207925104
2022-01-06,-0.002743483253986206,-0.0010863910861794355,0.0029455073338171245,0.0,0.0065586884440713795,-0.016438776097217507,0.0030534345971298476,-0.058840443256605764,-0.005697409198900226,-0.024692588966579474,0.0,-0.008810621353606442,-0.004914978995666861,0.021056243945989407,-0.008367903218097675,0.0,0.0,-0.05981843831915876,-0.018519029369165625,-0.028438021020957063,0.01769956029357998,0.0,0.0,0.012902178027582558,0.0,0.0,0.00754719816612951,-0.06213182161680555,-0.016127793246758757,0.030305411084514445
2022-01-07,0.0027434832539862254,-0.0021762254469965287,0.008784820969229577,0.0,0.012985914459660896,0.0,0.006079040349402274,0.0,0.0056974091989001165,0.018576367746392982,-0.00803216400634236,0.00881062135360639,0.0,-0.013989355367032321,0.008367903218097642,0.0,-0.017094417683034165,0.0,0.0,0.009569442282869345,0.0087336717850503,-0.005277052121341222,-0.0176995602935799,0.01904903785282871,0.020906747926708276,-0.005865113711324928,-0.03831891892105419,0.0,-0.008164915151741624,-0.015037862537514927
2022-01-10,0.0,-0.0010899432876237873,-0.014684537287402885,-0.0028409084039009943,0.03174937968284646,-0.005540175253055028,0.01503786334626105,0.05884044325660578,-0.005697409198900226,-0.012345824011753648,-0.02449099617279426,-0.0176995602935799,-0.004937839031510036,-0.014184073723134457,0.008298462088645243,0.06062463496451775,0.0,0.006825958405077651,-0.009389843352046762,0.00947873538604097,0.0,-0.0322608311983702,-0.03636760869192046,0.030961791314175494,-0.07145897920683035,0.011696028347801337,-0.007843170127777188,-0.017241790486774565,-0.024897643381337216,-0.030771720754924653
2022-01-11,0.0,0.0010899432876239033,-0.002963032947646201,0.002840908403900951,-0.025317226265691238,-0.005571039869659899,0.026511170650076576,0.0,0.02259922340705471,0.0,0.016393793756152287,0.008888938939973553,0.004937839031510083,0.007117185144177525,-0.016666365306742724,-0.011834516917728187,0.0,0.0,0.009389843352046751,-0.009478735386040972,0.008658054700508674,0.04800917338361099,0.0800426312573253,-0.024692811779117814,0.00738010015545396,0.017291480476206718,-0.007905172057463813,0.008658054700508674,0.016667951585503122,0.0
2022-01-12,-0.002743483253986206,0.0,0.002963032947646213,0.0,0.006389222786726477,0.011111215122714917,-0.002911207378571679,0.0,0.005572238252971373,0.00619196430619583,-0.02469258836084179,0.0,0.019513764443011082,-0.02877792241488616,0.05715897511744814,0.023530545265529484,0.0,-0.013698830935582187,0.009302383378101268,-0.009569442282869305,0.008583735786265884,-0.010471290063899593,-0.008583735786265919,0.0,-0.007380100155453859,-0.011494368400598594,0.0,0.004301077929864145,0.008229691795834108,0.015504172207925104
2022-01-13,0.0027434832539862254,-0.0010899432876237873,0.0029542089843561685,-0.001419445357219667,0.01265895488218346,0.01098917664011656,0.028737582199734928,-0.036367609480340825,0.005539582133629593,0.0,-0.04255967488727559,0.026202347839165366,-0.029413856841548097,0.014492534483242918,-0.024099464866680437,0.011560811248108576,0.03390162018676702,0.0068728725305045495,-0.01869222673014813,0.009569442282869345,-0.017241790486774565,-0.010582099318558446,0.0,0.012423890456403608,0.00738010015545396,-0.01749314042340947,0.007905172057463819,0.0,-0.024897643381337216,-0.015504172207925054
2022-01-14,0.002735977141819197,-0.007662839145769791,-0.023881780235719116,0.0,-0.025480331086065264,0.005449599457100964,0.01963595613078631,0.036367609480340964,0.0,-0.012422508040835292,0.0,-0.017391726485559075,0.0,0.0,-0.00816298094799995,-0.02325683959591004,-0.05129334667232577,0.04027386046153039,0.0,-0.009569442282869305,0.0,-0.03794496064126942,-0.02620234783916546,-0.012423890456403743,-0.03745761673310772,0.011696028347801337,0.023347342335702286,-0.012959132630372643,-0.034190535682968766,0.0
