Ticker,Optimized_Weights
5606,0.045798
5053,0.026438
2089,0.049991
5398,0.021232
6399,0.019628
5248,0.028617
7103,0.032572
5436,0.045123
1163,0.04674
5983,0.039944
5048,0.027008
7089,0.02599
5878,0.030269
8621,0.068467
7029,0.024614
8206,0.016024
7129,0.040549
0058,0.057792
0200,0.012997
3883,0.03046
0032,0.016409
3719,0.058151
5827,0.041812
7152,0.039812
7035,0.025984
3514,0.02466
5147,0.020404
3859,0.032972
5007,0.027382
7217,0.022164
